Q9GZQ8,,P04406,,MI:0007,anti tag coimmunoprecipitation,Behrends et al. (2010),pubmed:20562859|imex:IM-15184,466
Q9H0J4,,P04406,,MI:0006,anti bait coimmunoprecipitation,Ewing et al. (2007),pubmed:17353931,467
Q9H0R8,,P04406,,MI:0007,anti tag coimmunoprecipitation,Behrends et al. (2010),pubmed:20562859|imex:IM-15184,468
Q9H492,,P04406,,MI:0007,anti tag coimmunoprecipitation,Behrends et al. (2010),pubmed:20562859|imex:IM-15184,469
Q9UBX2,,P04406,,MI:0096,pull down,Ansseau et al. (2015),imex:IM-25050|pubmed:26816005,470
Q9Y6H6,,P04406,,MI:0018,two hybrid,Vinayagam et al. (2011),pubmed:21900206|imex:IM-16799|mint:MINT-8089645|doi:10.1126/scisignal.2001699,471
P14923,,P04626,,MI:0813,proximity ligation assay,Chen et al. (2014),pubmed:25241761|imex:IM-18707,472
Q15303,,P04626,,MI:0006,anti bait coimmunoprecipitation,Gijsen et al. (2010),imex:IM-21065|pubmed:21203579|doi:10.1371/journal.pbio.1000563,473
Q15303,,P04626,,MI:0006,anti bait coimmunoprecipitation,Fernandes et al. (1999),pubmed:10572067,474
Q15303,,P04626,,MI:0006,anti bait coimmunoprecipitation,Hahn et al. (2006),pubmed:16767099|imex:IM-14455,475
Q15303,,P04626,,MI:0813,proximity ligation assay,Barros et al. (2014),imex:IM-23319|pubmed:24557338,476
P10415,,P04637,,MI:0006,anti bait coimmunoprecipitation,Mancini et al. (2009),pubmed:19521340|imex:IM-14119|mint:MINT-7290688|doi:10.1038/emboj.2009.154,477
Q09472,,P04637,,MI:0006,anti bait coimmunoprecipitation,Kumazawa et al. (2011),pubmed:21471221|imex:IM-17006,478
Q09472,,P04637,,MI:0006,anti bait coimmunoprecipitation,Kumazawa et al. (2011),pubmed:21471221|imex:IM-17006,479
Q09472,,P04637,,MI:0017,classical fluorescence spectroscopy,Teufel et al. (2007),pubmed:17438265|doi:10.1073/pnas.0702010104|imex:IM-22803,480
Q09472,,P04637,,MI:0077,nuclear magnetic resonance,Teufel et al. (2007),pubmed:17438265|doi:10.1073/pnas.0702010104|imex:IM-22803,481
Q09472,,P04637,,MI:0077,nuclear magnetic resonance,Tong et al. (2015),pubmed:25651062|doi:10.1016/j.str.2014.12.010|imex:IM-24206,482
Q09472,,P04637,,MI:0017,classical fluorescence spectroscopy,Feng et al. (2009),pubmed:19217391|doi:10.1016/j.str.2008.12.009|imex:IM-11784,483
Q09472,,P04637,,MI:0065,isothermal titration calorimetry,Feng et al. (2009),pubmed:19217391|doi:10.1016/j.str.2008.12.009|imex:IM-11784,484
Q09472,,P04637,,MI:0077,nuclear magnetic resonance,Feng et al. (2009),pubmed:19217391|doi:10.1016/j.str.2008.12.009|imex:IM-11784,485
Q09472,,P04637,,MI:0077,nuclear magnetic resonance,Feng et al. (2009),pubmed:19217391|doi:10.1016/j.str.2008.12.009|imex:IM-11784,486
Q09472,,P04637,,MI:0826,x ray scattering,Wells et al. (2008),pubmed:18391200|doi:10.1073/pnas.0801353105|imex:IM-9222,487
Q09472,,P04637,,MI:0096,pull down,Bernat et al. (2002),pubmed:11907332|mint:MINT-5215193,488
Q09472,,P04637,,MI:0872,atomic force microscopy,Banerjee et al. (2012),pubmed:23010591|mint:MINT-8392121,489
Q09472,,P04637,,MI:0019,coimmunoprecipitation,Borger et al. (2006),pubmed:16611888|mint:MINT-6599495|doi:10.1128/JVI.80.9.4292-4303.2006,490
Q09472,,P04637,,MI:0006,anti bait coimmunoprecipitation,Wu et al. (2009),pubmed:19339993|imex:IM-13828|mint:MINT-7263614|doi:10.1038/emboj.2009.83,491
Q13043,,P04637,,MI:0813,proximity ligation assay,Chen et al. (2014),pubmed:25241761|imex:IM-18707,492
Q9NRR4,,P04637,,MI:0006,anti bait coimmunoprecipitation,Suzuki et al. (2009),pubmed:19626115|doi:10.1038/nature08199|imex:IM-21504,493
Q9NRR4,,P04637,,MI:0007,anti tag coimmunoprecipitation,Suzuki et al. (2009),pubmed:19626115|doi:10.1038/nature08199|imex:IM-21504,494
Q9NRR4,,P04637,,MI:0007,anti tag coimmunoprecipitation,Suzuki et al. (2009),pubmed:19626115|doi:10.1038/nature08199|imex:IM-21504,495
Q9NRR4,,P04637,,MI:0007,anti tag coimmunoprecipitation,Suzuki et al. (2009),pubmed:19626115|doi:10.1038/nature08199|imex:IM-21504,496
Q09472,,P04637,1,MI:0006,anti bait coimmunoprecipitation,Wang et al. (2006),mint:MINT-5218757|pubmed:16782091|imex:IM-11421,497
P34932,,P04792,,MI:0097,reverse ras recruitment system,Katsogiannou et al. (2014),imex:IM-20864|pubmed:25277244,498
P78318,,P04792,,MI:0006,anti bait coimmunoprecipitation,Katsogiannou et al. (2014),imex:IM-20864|pubmed:25277244,499
Q13043,,P04792,,MI:0676,tandem affinity purification,Rawat et al. (2013),pubmed:23386615|imex:IM-23209,500
P61586,,P04844,,MI:0018,two hybrid,Wang et al. (2011),imex:IM-15364|pubmed:21988832,501
P06213,,P05019,,MI:0405,competition binding,Soos et al. (1993),imex:IM-22181|pubmed:8452530,502
P06213,,P05019,,MI:0405,competition binding,Soos et al. (1993),imex:IM-22181|pubmed:8452530,503
P06213,,P05019,,MI:0405,competition binding,Soos et al. (1993),imex:IM-22181|pubmed:8452530,504
P06213,,P05019,,MI:0405,competition binding,Soos et al. (1993),imex:IM-22181|pubmed:8452530,505
P08069,,P05019,,MI:0405,competition binding,Soos et al. (1993),imex:IM-22181|pubmed:8452530,506
P08069,,P05019,,MI:0405,competition binding,Soos et al. (1993),imex:IM-22181|pubmed:8452530,507
P08069,,P05019,,MI:0405,competition binding,Soos et al. (1993),imex:IM-22181|pubmed:8452530,508
P08069,,P05019,,MI:0405,competition binding,Soos et al. (1993),imex:IM-22181|pubmed:8452530,509
P08833,,P05019,,MI:0114,x-ray crystallography,Sitar et al. (2006),pubmed:16924115|doi:10.1073/pnas.0605652103|imex:IM-23890,510
P24594,,P05019,,MI:0114,x-ray crystallography,Zesławski et al. (2001),pubmed:11447105|mint:MINT-5214254,511
P49768,,P05067,,MI:0006,anti bait coimmunoprecipitation,- (2011),doi:10.1101/gr.114280.110|imex:IM-15153|pubmed:21163940,512
P49768,,P05067,4,MI:0006,anti bait coimmunoprecipitation,Lau et al. (2000),pubmed:11083918|imex:IM-20841,513
P49768,,P05067,4,MI:0006,anti bait coimmunoprecipitation,Lau et al. (2000),pubmed:11083918|imex:IM-20841,514
P49768,,P05067,4,MI:0006,anti bait coimmunoprecipitation,Xia et al. (1997),pubmed:9223340|imex:IM-20120,515
P01133,,P05067,PRO_0000000092,MI:0921,surface plasmon resonance array,Salza et al. (2016),pubmed:28106549|imex:IM-25796,516
P04406,,P05109,,MI:0006,anti bait coimmunoprecipitation,Jia et al. (2014),pubmed:25417112|imex:IM-23696,517
P04406,,P05109,,MI:0006,anti bait coimmunoprecipitation,Jia et al. (2014),pubmed:25417112|imex:IM-23696,518
P04406,,P05109,,MI:0007,anti tag coimmunoprecipitation,Jia et al. (2014),pubmed:25417112|imex:IM-23696,519
P04406,,P05109,,MI:0401,biochemical,Jia et al. (2014),pubmed:25417112|imex:IM-23696,520
Q09472,,P05154,,MI:0397,two hybrid array,Wang et al. (2011),imex:IM-15364|pubmed:21988832,521
P24530,,P05305,,MI:0099,scintillation proximity assay,Bono et al. (2013),pubmed:23597562|imex:IM-20536,522
P24530,,P05305,,MI:0099,scintillation proximity assay,Bono et al. (2013),pubmed:23597562|imex:IM-20536,523
P24530,,P05305,,MI:0099,scintillation proximity assay,Bono et al. (2013),pubmed:23597562|imex:IM-20536,524
P25101,,P05305,,MI:0099,scintillation proximity assay,Bono et al. (2013),pubmed:23597562|imex:IM-20536,525
P25101,,P05305,,MI:0099,scintillation proximity assay,Bono et al. (2013),pubmed:23597562|imex:IM-20536,526
P25101,,P05305,,MI:0099,scintillation proximity assay,Bono et al. (2013),pubmed:23597562|imex:IM-20536,527
P46379,,P05305,,MI:0398,two hybrid pooling approach,Stelzl et al. (2005),pubmed:16169070|imex:IM-16517|mint:MINT-5217955,528
Q7L5N1,,P05305,,MI:0398,two hybrid pooling approach,Stelzl et al. (2005),pubmed:16169070|imex:IM-16517|mint:MINT-5217955,529
Q9NRR5,,P05305,,MI:0397,two hybrid array,Lim et al. (2006),mint:MINT-5218676|pubmed:16713569|imex:IM-11827,530
Q09472,,P05412,,MI:0006,anti bait coimmunoprecipitation,Lee et al. (2013),imex:IM-23569|pubmed:24069158,531
A0MZ66,,P05413,,MI:0397,two hybrid array,Rolland et al. (2014),imex:IM-23318|pubmed:25416956,532
P05556,,P05413,,MI:0006,anti bait coimmunoprecipitation,Nevo et al. (2010),pubmed:20802519|imex:IM-15755,533
P08648,,P05413,,MI:0813,proximity ligation assay,Nevo et al. (2010),pubmed:20802519|imex:IM-15755,534
P16144,,P05413,,MI:0813,proximity ligation assay,Nevo et al. (2010),pubmed:20802519|imex:IM-15755,535
P22736,,P05413,,MI:0034,display technology,Miyamoto-Sato et al. (2010),pubmed:20195357|imex:IM-20475,536
P37198,,P05413,,MI:1112,two hybrid prey pooling approach,Rolland et al. (2014),imex:IM-23318|pubmed:25416956,537
P37198,,P05413,,MI:0397,two hybrid array,Rolland et al. (2014),imex:IM-23318|pubmed:25416956,538
P37198,,P05413,,MI:1356,validated two hybrid,Rolland et al. (2014),imex:IM-23318|pubmed:25416956,539
P53350,,P05413,,MI:0007,anti tag coimmunoprecipitation,Svendsen et al. (2009),imex:IM-12200|pubmed:19596235,540
P56199,,P05413,,MI:0107,surface plasmon resonance,Nevo et al. (2010),pubmed:20802519|imex:IM-15755,541
P62136,,P05413,,MI:0006,anti bait coimmunoprecipitation,Chiang et al. (2015),pubmed:25593058|imex:IM-26193,542
Q59H18,,P05413,,MI:0018,two hybrid,Zhao et al. (2003),pubmed:12721663,543
Q6P5F9,,P05413,,MI:0676,tandem affinity purification,Hutchins et al. (2010),pubmed:20360068|imex:IM-11719,544
Q09472,,P05549,,MI:0018,two hybrid,Braganca et al. (2003),pubmed:12586840|imex:IM-19636,545
Q09472,,P05549,,MI:0018,two hybrid,Braganca et al. (2003),pubmed:12586840|imex:IM-19636,546
Q09472,,P05549,,MI:0018,two hybrid,Braganca et al. (2003),pubmed:12586840|imex:IM-19636,547
P61586,,P05549,1,MI:0018,two hybrid,Bogachek et al. (2014),imex:IM-22985|pubmed:24835590,548
Q96DA6,,P05549,1,MI:0018,two hybrid,Bogachek et al. (2014),imex:IM-22985|pubmed:24835590,549
P05413,,P05556,,MI:0813,proximity ligation assay,Nevo et al. (2010),pubmed:20802519|imex:IM-15755,550
P60953,,P05814,,MI:0398,two hybrid pooling approach,Bandyopadhyay et al. (2010),pubmed:20936779|imex:IM-17049,551
P05019,,P06213,,MI:0405,competition binding,Soos et al. (1993),imex:IM-22181|pubmed:8452530,552
P05019,,P06213,1,MI:0114,x-ray crystallography,Menting et al. (2015),pubmed:26027733|doi:10.1016/j.str.2015.04.016|imex:IM-24555,553
P60953,,P06239,,MI:0424,protein kinase assay,Torres et al. (2006),pubmed:16293614|imex:IM-14503,554
Q09472,,P06400,,MI:0889,acetylase assay,Wong et al. (2007),pubmed:17620057,555
Q09472,,P06463,,MI:0096,pull down,Bernat et al. (2002),pubmed:11907332|mint:MINT-5215193,556
Q09472,,P06463,,MI:0096,pull down,Bernat et al. (2002),pubmed:11907332|mint:MINT-5215193,557
Q09472,,P06463,,MI:0096,pull down,Bernat et al. (2002),pubmed:11907332|mint:MINT-5215193,558
P04406,,P06702,,MI:0006,anti bait coimmunoprecipitation,Jia et al. (2014),pubmed:25417112|imex:IM-23696,559
P04406,,P06702,,MI:0006,anti bait coimmunoprecipitation,Jia et al. (2014),pubmed:25417112|imex:IM-23696,560
P60953,,P06702,,MI:0398,two hybrid pooling approach,Bandyopadhyay et al. (2010),pubmed:20936779|imex:IM-17049,561
P16615,,P07237,,MI:0029,cosedimentation through density gradient,Lynes et al. (2012),doi:10.1038/emboj.2011.384|pubmed:22045338|imex:IM-17561|mint:MINT-8372609,562
O95758,,P07355,,MI:0006,anti bait coimmunoprecipitation,Brazão et al. (2012),pubmed:22575643|mint:MINT-8330056,563
P00533,,P07355,,MI:0006,anti bait coimmunoprecipitation,Duan et al. (2014),pubmed:25136068|imex:IM-25930,564
P01106,,P07355,,MI:0676,tandem affinity purification,Agrawal et al. (2010),pubmed:21150319|imex:IM-16995,565
P02751,,P07355,,MI:0030,cross-linking study,Humphries et al. (2009),imex:IM-14135|pubmed:19738201,566
P03372,,P07355,,MI:0029,cosedimentation through density gradient,Tarallo et al. (2011),pubmed:21182205|imex:IM-13780,567
P03950,,P07355,,MI:0006,anti bait coimmunoprecipitation,Dutta et al. (2014),imex:IM-25501|pubmed:24457100,568
P03950,,P07355,,MI:0006,anti bait coimmunoprecipitation,Dutta et al. (2014),imex:IM-25501|pubmed:24457100,569
P03950,,P07355,,MI:0416,fluorescence microscopy,Dutta et al. (2014),imex:IM-25501|pubmed:24457100,570
P04626,,P07355,,MI:0676,tandem affinity purification,Li et al. (2013),pubmed:24189400|imex:IM-21413,571
P05412,,P07355,,MI:0006,anti bait coimmunoprecipitation,Li et al. (2015),imex:IM-24178|pubmed:25609649,572
P05412,,P07355,,MI:0006,anti bait coimmunoprecipitation,Li et al. (2015),imex:IM-24178|pubmed:25609649,573
P05943,,P07355,,MI:0007,anti tag coimmunoprecipitation,Oh et al. (2013),pubmed:23415230|imex:IM-20914,574
P05943,,P07355,,MI:0007,anti tag coimmunoprecipitation,Oh et al. (2013),pubmed:23415230|imex:IM-20914,575
P07355,,P07355,,MI:0982,electrophoretic mobility-based method,Mayer et al. (2008),pubmed:18799458|imex:IM-22274,576
P07355,,P07355,,MI:0663,confocal microscopy,Yuan et al. (2015),pubmed:26812398|imex:IM-25958,577
P07355,,P07355,,MI:0663,confocal microscopy,Yuan et al. (2015),pubmed:26812398|imex:IM-25958,578
P07355,,P07355,,MI:0006,anti bait coimmunoprecipitation,Yuan et al. (2015),pubmed:26812398|imex:IM-25958,579
P07355,,P07355,,MI:0006,anti bait coimmunoprecipitation,Yuan et al. (2015),pubmed:26812398|imex:IM-25958,580
P08559,,P07355,,MI:0030,cross-linking study,Malty et al. (2017),doi:10.1016/j.cels.2017.10.010|pubmed:29128334|imex:IM-26363,581
P12004,,P07355,,MI:0047,far western blotting,Naryzhny et al. (2010),pubmed:20849852|imex:IM-15623|mint:MINT-7995081|doi:10.1016/j.febslet.2010.09.021,582
P15363,,P07355,,MI:0006,anti bait coimmunoprecipitation,Duan et al. (2014),pubmed:25136068|imex:IM-25930,583
P16104,,P07355,,MI:0007,anti tag coimmunoprecipitation,Yang et al. (2009),pubmed:20000738|imex:IM-19572,584
P17096,1,P07355,,MI:0049,filter binding,Sgarra et al. (2008),imex:IM-12160|pubmed:18850631,585
P17948,2,P07355,,MI:0030,cross-linking study,Jin et al. (2012),pubmed:23063127|imex:IM-18678,586
P19320,,P07355,,MI:0030,cross-linking study,Byron et al. (2012),imex:IM-17358|pubmed:22623428,587
P19320,,P07355,,MI:0030,cross-linking study,Byron et al. (2012),imex:IM-17358|pubmed:22623428,588
P19320,,P07355,,MI:0030,cross-linking study,Byron et al. (2012),imex:IM-17358|pubmed:22623428,589
P19320,,P07355,,MI:0030,cross-linking study,Humphries et al. (2009),imex:IM-14135|pubmed:19738201,590
P19838,,P07355,,MI:0676,tandem affinity purification,Li et al. (2015),imex:IM-24178|pubmed:25609649,591
P21333,,P07355,,MI:0007,anti tag coimmunoprecipitation,Hein et al. (2015),pubmed:26496610|imex:IM-24272,592
P21860,,P07355,,MI:0676,tandem affinity purification,Li et al. (2013),pubmed:24189400|imex:IM-21413,593
P27958,PRO_0000037577,P07355,,MI:0006,anti bait coimmunoprecipitation,Saxena et al. (2012),pubmed:22301157|imex:IM-25848,594
P32121,,P07355,,MI:0007,anti tag coimmunoprecipitation,Xiao et al. (2007),pubmed:17620599,595
P32121,,P07355,,MI:0007,anti tag coimmunoprecipitation,Xiao et al. (2007),pubmed:17620599,596
P35579,,P07355,,MI:0007,anti tag coimmunoprecipitation,Hein et al. (2015),pubmed:26496610|imex:IM-24272,597
P35610,,P07355,,MI:0030,cross-linking study,Malty et al. (2017),doi:10.1016/j.cels.2017.10.010|pubmed:29128334|imex:IM-26363,598
P36957,,P07355,,MI:0030,cross-linking study,Malty et al. (2017),doi:10.1016/j.cels.2017.10.010|pubmed:29128334|imex:IM-26363,599
P36957,,P07355,,MI:0030,cross-linking study,Malty et al. (2017),doi:10.1016/j.cels.2017.10.010|pubmed:29128334|imex:IM-26363,600
P36957,,P07355,,MI:0030,cross-linking study,Malty et al. (2017),doi:10.1016/j.cels.2017.10.010|pubmed:29128334|imex:IM-26363,601
P40692,,P07355,,MI:0007,anti tag coimmunoprecipitation,Brieger et al. (2010),imex:IM-15124|pubmed:20706999,602
P40692,,P07355,,MI:0018,two hybrid,Brieger et al. (2010),imex:IM-15124|pubmed:20706999,603
P46092,,P07355,,MI:0096,pull down,Hessner et al. (2015),pubmed:26941067|imex:IM-25644,604
P46940,,P07355,,MI:0007,anti tag coimmunoprecipitation,Hein et al. (2015),pubmed:26496610|imex:IM-24272,605
P49407,,P07355,,MI:0007,anti tag coimmunoprecipitation,Xiao et al. (2007),pubmed:17620599,606
P49407,,P07355,,MI:0007,anti tag coimmunoprecipitation,Xiao et al. (2007),pubmed:17620599,607
P54274,,P07355,,MI:0809,bimolecular fluorescence complementation,Lee et al. (2011),imex:IM-24620|pubmed:21044950,608
P60709,,P07355,,MI:0071,molecular sieving,Bernhard et al. (2004),pubmed:15047060,609
P60903,,P07355,,MI:0006,anti bait coimmunoprecipitation,Dutta et al. (2014),imex:IM-25501|pubmed:24457100,610
P62140,,P07355,,MI:0007,anti tag coimmunoprecipitation,Hein et al. (2015),pubmed:26496610|imex:IM-24272,611
P62993,,P07355,,MI:0096,pull down,Blagoev et al. (2003),pubmed:12577067|mint:MINT-5216105,612
P63104,,P07355,,MI:0096,pull down,Meek et al. (2004),pubmed:15161933|mint:MINT-5217040,613
P75409,,P07355,,MI:0096,pull down,Somarajan et al. (2014),pubmed:25139904|imex:IM-25938,614
P75409,,P07355,,MI:0047,far western blotting,Somarajan et al. (2014),pubmed:25139904|imex:IM-25938,615
P75409,,P07355,,MI:0047,far western blotting,Somarajan et al. (2014),pubmed:25139904|imex:IM-25938,616
P75409,,P07355,,MI:0411,enzyme linked immunosorbent assay,Somarajan et al. (2014),pubmed:25139904|imex:IM-25938,617
P75409,,P07355,,MI:0411,enzyme linked immunosorbent assay,Somarajan et al. (2014),pubmed:25139904|imex:IM-25938,618
Q00005,,P07355,,MI:0096,pull down,Glatter et al.,pubmed:19156129|imex:IM-9155,619
Q15051,,P07355,,MI:0007,anti tag coimmunoprecipitation,Sang et al. (2011),pubmed:21565611|imex:IM-16529,620
Q16643,,P07355,,MI:0007,anti tag coimmunoprecipitation,Hein et al. (2015),pubmed:26496610|imex:IM-24272,621
Q5NG97,,P07355,,MI:0398,two hybrid pooling approach,Dyer et al. (2010),pubmed:20711500|imex:IM-13779,622
Q60634,,P07355,,MI:0007,anti tag coimmunoprecipitation,Hein et al. (2015),pubmed:26496610|imex:IM-24272,623
Q66K74,,P07355,,MI:0007,anti tag coimmunoprecipitation,Hauri et al. (2013),imex:IM-20985|pubmed:24366813,624
Q6IQ23,,P07355,,MI:0006,anti bait coimmunoprecipitation,"Kourtidis, et al. (2017)",imex:IM-25739|pubmed:28877994,625
Q6PDI5,,P07355,,MI:0007,anti tag coimmunoprecipitation,Hein et al. (2015),pubmed:26496610|imex:IM-24272,626
Q80X90,,P07355,,MI:0007,anti tag coimmunoprecipitation,Hein et al. (2015),pubmed:26496610|imex:IM-24272,627
Q810B6,,P07355,,MI:0007,anti tag coimmunoprecipitation,Hein et al. (2015),pubmed:26496610|imex:IM-24272,628
Q81Y62,,P07355,,MI:0398,two hybrid pooling approach,Dyer et al. (2010),pubmed:20711500|imex:IM-13779,629
Q8N3V7,,P07355,,MI:0007,anti tag coimmunoprecipitation,Hein et al. (2015),pubmed:26496610|imex:IM-24272,630
Q8NBP7,,P07355,,MI:0047,far western blotting,Mayer et al. (2008),pubmed:18799458|imex:IM-22274,631
Q8NBP7,,P07355,,MI:0047,far western blotting,Mayer et al. (2008),pubmed:18799458|imex:IM-22274,632
Q8NBP7,,P07355,,MI:0047,far western blotting,Mayer et al. (2008),pubmed:18799458|imex:IM-22274,633
Q8NBP7,,P07355,,MI:0047,far western blotting,Mayer et al. (2008),pubmed:18799458|imex:IM-22274,634
Q8NBP7,,P07355,,MI:0096,pull down,Mayer et al. (2008),pubmed:18799458|imex:IM-22274,635
Q8NBP7,,P07355,,MI:0007,anti tag coimmunoprecipitation,Mayer et al. (2008),pubmed:18799458|imex:IM-22274,636
Q8NBP7,,P07355,,MI:0663,confocal microscopy,Mayer et al. (2008),pubmed:18799458|imex:IM-22274,637
Q8VDD5,,P07355,,MI:0007,anti tag coimmunoprecipitation,Hein et al. (2015),pubmed:26496610|imex:IM-24272,638
Q8VDD5,,P07355,,MI:0007,anti tag coimmunoprecipitation,Hein et al. (2015),pubmed:26496610|imex:IM-24272,639
Q92614,,P07355,,MI:0007,anti tag coimmunoprecipitation,Hein et al. (2015),pubmed:26496610|imex:IM-24272,640
Q96H55,,P07355,,MI:0007,anti tag coimmunoprecipitation,Hein et al. (2015),pubmed:26496610|imex:IM-24272,641
Q99714,,P07355,,MI:0030,cross-linking study,Malty et al. (2017),doi:10.1016/j.cels.2017.10.010|pubmed:29128334|imex:IM-26363,642
Q99714,,P07355,,MI:0030,cross-linking study,Malty et al. (2017),doi:10.1016/j.cels.2017.10.010|pubmed:29128334|imex:IM-26363,643
Q99714,,P07355,,MI:0030,cross-linking study,Malty et al. (2017),doi:10.1016/j.cels.2017.10.010|pubmed:29128334|imex:IM-26363,644
Q99IB8,PRO_0000045602,P07355,,MI:0663,confocal microscopy,Saxena et al. (2012),pubmed:22301157|imex:IM-25848,645
Q99IB8,PRO_0000045602,P07355,,MI:0809,bimolecular fluorescence complementation,Saxena et al. (2012),pubmed:22301157|imex:IM-25848,646
Q9D6P8,,P07355,,MI:0007,anti tag coimmunoprecipitation,Hein et al. (2015),pubmed:26496610|imex:IM-24272,647
Q9H0R8,,P07355,,MI:0007,anti tag coimmunoprecipitation,Behrends et al. (2010),pubmed:20562859|imex:IM-15184,648
Q9NUX5,,P07355,,MI:0096,pull down,Lee et al. (2011),imex:IM-24620|pubmed:21044950,649
Q9UHB6,,P07355,,MI:0007,anti tag coimmunoprecipitation,Hein et al. (2015),pubmed:26496610|imex:IM-24272,650
Q9UJM3,,P07355,,MI:0676,tandem affinity purification,Li et al. (2013),pubmed:24189400|imex:IM-21413,651
Q9Y6R4,,P07355,,MI:0019,coimmunoprecipitation,Halfter et al. (2005),pubmed:15601262|mint:MINT-5217414,652
P25098,,P07437,,MI:0424,protein kinase assay,Asai et al. (2014),imex:IM-22590|pubmed:24813628,653
O00400,,P07737,,MI:0007,anti tag coimmunoprecipitation,Hein et al. (2015),pubmed:26496610|imex:IM-24272,654
P25098,,P07900,,MI:0676,tandem affinity purification,Varjosalo et al. (2013),imex:IM-17578|pubmed:23455922,655
Q13043,,P07900,,MI:0676,tandem affinity purification,Rawat et al. (2013),pubmed:23386615|imex:IM-23209,656
Q9NRR4,,P08047,,MI:0096,pull down,Gunther et al. (2000),pubmed:10976766|mint:MINT-5212972,657
P05019,,P08069,,MI:0107,surface plasmon resonance,Houde et al. (2011),pubmed:21645859|doi:10.1016/j.str.2011.03.014|imex:IM-16163,658
P05019,,P08069,,MI:0944,mass spectrometry study of hydrogen/deuterium exchange,Houde et al. (2011),pubmed:21645859|doi:10.1016/j.str.2011.03.014|imex:IM-16163,659
P05019,,P08069,,MI:0405,competition binding,Soos et al. (1993),imex:IM-22181|pubmed:8452530,660
P05019,,P08069,,MI:0400,affinity technology,Soos et al. (1993),imex:IM-22181|pubmed:8452530,661
P05019,,P08069,,MI:0114,x-ray crystallography,Menting et al. (2015),pubmed:26027733|doi:10.1016/j.str.2015.04.016|imex:IM-24555,662
Q13043,,P08107,,MI:0676,tandem affinity purification,Rawat et al. (2013),pubmed:23386615|imex:IM-23209,663
Q13043,,P08107,,MI:0676,tandem affinity purification,Rawat et al. (2013),pubmed:23386615|imex:IM-23209,664
O00400,,P08238,,MI:0007,anti tag coimmunoprecipitation,Hein et al. (2015),pubmed:26496610|imex:IM-24272,665
P25098,,P08238,,MI:0676,tandem affinity purification,Varjosalo et al. (2013),imex:IM-17578|pubmed:23455922,666
Q15303,,P08238,,MI:0729,luminescence based mammalian interactome mapping,Taipale et al. (2012),"imex:IM-17906|pubmed:22939624|psi-mi:""MI:0729""",667
Q15303,,P08238,,MI:0007,anti tag coimmunoprecipitation,Taipale et al. (2012),"imex:IM-17906|pubmed:22939624|psi-mi:""MI:0729""",668
P49768,,P08551,,MI:0096,pull down,Kuzuya et al. (2016),pubmed:27036734|imex:IM-25035,669
P60953,,P08587,,MI:0415,enzymatic study,Vowinckel et al. (2012),pubmed:23022564|mint:MINT-8393252,670
P14270,,P08588,,MI:0007,anti tag coimmunoprecipitation,Richter et al. (2013),pubmed:23381222|imex:IM-20889|mint:MINT-8428474,671
P14270,,P08588,,MI:0007,anti tag coimmunoprecipitation,Richter et al. (2013),pubmed:23381222|imex:IM-20889|mint:MINT-8428474,672
P21917,,P08588,,MI:0012,bioluminescence resonance energy transfer,González et al. (2011),pubmed:22723743|doi:10.1371/journal.pbio.1001347|imex:IM-18045,673
P21917,,P08588,,MI:0006,anti bait coimmunoprecipitation,González et al. (2011),pubmed:22723743|doi:10.1371/journal.pbio.1001347|imex:IM-18045,674
Q5JY77,,P08588,,MI:0096,pull down,Frederic et al. (2004),pubmed:15086532|imex:IM-20433,675
Q5TCQ9,,P08588,,MI:0049,filter binding,He et al. (2006),pubmed:16316992|imex:IM-14531,676
Q5TCQ9,,P08588,,MI:0007,anti tag coimmunoprecipitation,He et al. (2006),pubmed:16316992|imex:IM-14531,677
Q5TCQ9,,P08588,,MI:0096,pull down,He et al. (2006),pubmed:16316992|imex:IM-14531,678
Q86UL8,,P08588,,MI:0096,pull down,Xu et al. (2001),pubmed:11526121|mint:MINT-5214450,679
Q86UL8,,P08588,,MI:0428,imaging technique,Xu et al. (2001),pubmed:11526121|mint:MINT-5214450,680
Q86UL8,,P08588,,MI:0081,peptide array,He et al. (2006),pubmed:16316992|imex:IM-14531,681
Q86UL8,,P08588,,MI:0081,peptide array,He et al. (2006),pubmed:16316992|imex:IM-14531,682
Q96D09,,P08588,,MI:0096,pull down,Frederic et al. (2004),pubmed:15086532|imex:IM-20433,683
Q9HD26,,P08588,,MI:0081,peptide array,He et al. (2006),pubmed:16316992|imex:IM-14531,684
Q9Z254,,P08588,,MI:0081,peptide array,He et al. (2006),pubmed:16316992|imex:IM-14531,685
P29279,,P08648,,MI:0428,imaging technique,Hoshijima et al. (2006),pubmed:16457822|imex:IM-10994|mint:MINT-5218313,686
P01344,1,P08833,,MI:0969,bio-layer interferometry,Eigenbrot et al. (2012),pubmed:22578544|doi:10.1016/j.str.2012.03.021|imex:IM-18020,687
P05019,,P08833,,MI:0969,bio-layer interferometry,Eigenbrot et al. (2012),pubmed:22578544|doi:10.1016/j.str.2012.03.021|imex:IM-18020,688
Q8IXL6,,P08833,,MI:0424,protein kinase assay,Tagliabracci et al. (2015),pubmed:26091039|imex:IM-25714,689
Q8IXL6,,P08833,,MI:0424,protein kinase assay,Tagliabracci et al. (2015),pubmed:26091039|imex:IM-25714,690
P01033,,P08962,,MI:0006,anti bait coimmunoprecipitation,Jung et al. (2006),mint:MINT-5218971|pubmed:16917503|imex:IM-11024,691
